Ensembl Gene ID	GO Term Accession	GO Term Name	GO Term Definition	GO Term Evidence Code	GO domain	Description	shared name
ENSG00000047579	GO:0030424	axon	The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter. [GOC:nln, ISBN:0198506732]	ISS	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0030672	synaptic vesicle membrane	The lipid bilayer surrounding a synaptic vesicle. [GOC:mah]	ISS	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0048812	neuron projection morphogenesis	The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites. [GOC:mah]	ISS	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0048490	anterograde synaptic vesicle transport	The directed movement of substances in synaptic membrane-bounded vesicles within the neuron, along the cytoskeleton, away from the neuronal cell body. [GOC:jid, GOC:lmg]	ISS	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0008089	anterograde axon cargo transport	The directed movement of organelles or molecules along microtubules from the cell body toward the cell periphery in nerve cell axons. [ISBN:0815316194]	ISS	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0006892	post-Golgi vesicle-mediated transport	The directed movement of substances from the Golgi to other parts of the cell, including organelles and the plasma membrane, mediated by small transport vesicles. [GOC:ai, GOC:mah]	TAS	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0032438	melanosome organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a melanosome. A melanosome is a tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored. [GOC:vk]	NAS	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0014059	regulation of dopamine secretion	Any process that modulates the frequency, rate or extent of the regulated release of dopamine. [GOC:ef]	ISS	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0033162	melanosome membrane	The lipid bilayer surrounding a melanosome. [GOC:mah]	IEA	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0043197	dendritic spine	Protrusion from a dendrite. Spines are specialised subcellular compartments involved in the synaptic transmission. They are linked to the dendritic shaft by a restriction. Because of their bulb shape, they function as a biochemical and an electrical compartment. Spine remodeling is though to be involved in synaptic plasticity. [GOC:nln]	ISS	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0010628	positive regulation of gene expression	Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form. [GOC:dph, GOC:tb]	ISS	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0001956	positive regulation of neurotransmitter secretion	Any process that activates or increases the frequency, rate or extent of the regulated release of a neurotransmitter. [GOC:hjd]	ISS	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0061024	membrane organization	A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins. [GOC:dph, GOC:tb]	TAS	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0010008	endosome membrane	The lipid bilayer surrounding an endosome. [GOC:mah]	IEA	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0031175	neuron projection development	The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites). [GOC:mah]	IDA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0060159	regulation of dopamine receptor signaling pathway	Any process that modulates the frequency, rate or extent of a dopamine receptor signaling pathway activity. A dopamine receptor signaling pathway is the series of molecular signals generated as a consequence of a dopamine receptor binding to one of its physiological ligands. [GOC:dph]	ISS	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0005515	protein binding	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]	IEA	molecular_function	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]	IEA	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins. [ISBN:0716731363]	IEA	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0030426	growth cone	The migrating motile tip of a growing nerve cell axon or dendrite. [ISBN:0815316194]	IEA	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0030424	axon	The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter. [GOC:nln, ISBN:0198506732]	IEA	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0048812	neuron projection morphogenesis	The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites. [GOC:mah]	IEA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0005789	endoplasmic reticulum membrane	The lipid bilayer surrounding the endoplasmic reticulum. [GOC:mah]	IEA	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0010628	positive regulation of gene expression	Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form. [GOC:dph, GOC:tb]	IEA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0042383	sarcolemma	The outer membrane of a muscle cell, consisting of the plasma membrane, a covering basement membrane (about 100 nm thick and sometimes common to more than one fiber), and the associated loose network of collagen fibers. [ISBN:0198506732]	IEA	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0007596	blood coagulation	The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers. [http://www.graylab.ac.uk/omd/, ISBN:0198506732]	IEA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0043197	dendritic spine	Protrusion from a dendrite. Spines are specialised subcellular compartments involved in the synaptic transmission. They are linked to the dendritic shaft by a restriction. Because of their bulb shape, they function as a biochemical and an electrical compartment. Spine remodeling is though to be involved in synaptic plasticity. [GOC:nln]	IEA	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0006996	organelle organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane. [GOC:mah]	IEA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0031532	actin cytoskeleton reorganization	A process that is carried out at the cellular level which results in dynamic structural changes to the arrangement of constituent parts of cytoskeletal structures comprising actin filaments and their associated proteins. [GOC:ecd, GOC:mah]	IEA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0016528	sarcoplasm	The cytoplasm of a muscle cell; includes the sarcoplasmic reticulum. [ISBN:0198547684]	IEA	cellular_component	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0014059	regulation of dopamine secretion	Any process that modulates the frequency, rate or extent of the regulated release of dopamine. [GOC:ef]	IEA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0043506	regulation of JUN kinase activity	Any process that modulates the frequency, rate or extent of JUN kinase activity. [GOC:jl]	IEA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0008089	anterograde axon cargo transport	The directed movement of organelles or molecules along microtubules from the cell body toward the cell periphery in nerve cell axons. [ISBN:0815316194]	IEA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0001956	positive regulation of neurotransmitter secretion	Any process that activates or increases the frequency, rate or extent of the regulated release of a neurotransmitter. [GOC:hjd]	IEA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
ENSG00000047579	GO:0060155	platelet dense granule organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a platelet dense granule. A platelet dense granule is an electron-dense granule occurring in blood platelets that stores and secretes adenosine nucleotides and serotonin. They contain a highly condensed core consisting of serotonin, histamine, calcium, magnesium, ATP, ADP, pyrophosphate and membrane lysosomal proteins. [GOC:dph, PMID:11487378]	IEA	biological_process	dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]	84062
